category,feature,status,evidence,files,tables,works,gap,risk,solution,priority
"8 Security","Server timer enforcement","IMPLEMENTED","E08: Deadline/heartbeat/schedule source; expiry/window tests; live runtime timezone / E18: 49 tests / 113 assertions passed; browser/concurrency coverage absent","app/Http/Controllers/OnlineExamController.php:1223-1380,1509-1522,1561-1567; app/Models/OnlineExamSubmission.php; app/Http/Requests/OnlineExam/StartOnlineExamRequest.php; app/Console/Kernel.php; resources/views/student/online_exam/take.blade.php:182-227; config/app.php / tests/Feature/{OnlineExamAuthorizationTest,OnlineExamPermissionTest,OnlineExamControllerSecurityTest,TeacherOnlineExamTest,OnlineExamRemindersTest,OnlineExamStudentAttemptTest,OnlineExamStudentFrontendTest}.php; docs/online-exams-audit/existing-tests.txt","online_exam_submissions; online_exams / isolated SQLite fixtures; no live exam data","Expired saves rejected on server, deadline retained across refresh.","Autonomous finalization is separately partial.","Do not regress into browser-only time.","Keep and broaden boundary/concurrency tests.","HIGH"
"8 Security","Concurrent attempts","PARTIAL","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E09: Marking/finalization trace; both runtime probe artifacts / E14: Live SHOW CREATE TABLE/SHOW INDEX inspection versus migrations/test schema","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Http/Controllers/OnlineExamController.php:1046-1138,1548-1588,1604-1814; app/Http/Requests/OnlineExam/{SubmitOnlineExamRequest,ManualMarkAnswerRequest}.php; resources/views/student/online_exam/take.blade.php:144-149 / docs/online-exams-audit/live-schema.json; database/migrations/*online_exam*.php; database/migrations/2026_07_02_125458_create_question_banks_table.php; tests/Feature/Support/OnlineExamTestHelper.php","online_exams; online_exam_questions; online_exam_submissions; enrollment; users / online_exam_submissions; online_exam_answers; online_exam_questions / all seven exam/question-bank tables","Start locks exam; finalization locks submission and rejects repeats.","No unique attempt count; repeat request does not return same receipt; no multi-session enforcement.","Concurrency/retry instability.","Candidate-scoped allocation, unique constraints, idempotent terminal response.","HIGH"
"8 Security","Duplicate submissions","PARTIAL","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E09: Marking/finalization trace; both runtime probe artifacts / E14: Live SHOW CREATE TABLE/SHOW INDEX inspection versus migrations/test schema","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Http/Controllers/OnlineExamController.php:1046-1138,1548-1588,1604-1814; app/Http/Requests/OnlineExam/{SubmitOnlineExamRequest,ManualMarkAnswerRequest}.php; resources/views/student/online_exam/take.blade.php:144-149 / docs/online-exams-audit/live-schema.json; database/migrations/*online_exam*.php; database/migrations/2026_07_02_125458_create_question_banks_table.php; tests/Feature/Support/OnlineExamTestHelper.php","online_exams; online_exam_questions; online_exam_submissions; enrollment; users / online_exam_submissions; online_exam_answers; online_exam_questions / all seven exam/question-bank tables","Start locks exam; finalization locks submission and rejects repeats.","No unique attempt count; repeat request does not return same receipt; no multi-session enforcement.","Concurrency/retry instability.","Candidate-scoped allocation, unique constraints, idempotent terminal response.","HIGH"
"8 Security","Question/answer-key leakage prevention","PARTIAL","E05: Question type/form/validator/grading inspection; live-schema.json; T/F runtime probe / E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest","app/Models/{OnlineExamQuestion,QuestionBank}.php; app/Http/Requests/OnlineExam/{Store,Update}OnlineExamQuestionRequest.php; app/Http/Controllers/OnlineExamController.php:1695-1814; resources/views/{admin,teacher,student}/online_exam/ / app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php","question_banks; online_exam_questions; online_exam_answers / online_exams; online_exam_questions; online_exam_submissions; enrollment; users","Take/preview clear key; existing no-key test passes.","Models retain keys and append accessor, so future raw serialization is dangerous; no pre-start candidate manifest boundary.","Accidental API exposure on later changes.","Explicit candidate DTO/allowlist and leak tests for every response.","HIGH"
"8 Security","Result leakage prevention","BROKEN","E09: Marking/finalization trace; both runtime probe artifacts / E12: Result visibility and presentation source; premature-result/finalize probes","app/Http/Controllers/OnlineExamController.php:1046-1138,1548-1588,1604-1814; app/Http/Requests/OnlineExam/{SubmitOnlineExamRequest,ManualMarkAnswerRequest}.php; resources/views/student/online_exam/take.blade.php:144-149 / app/Models/OnlineExam.php:isResultVisibleFor; app/Models/OnlineExamSubmission.php; app/Http/Controllers/OnlineExamController.php:1569-1693; resources/views/{student,admin,teacher}/online_exam/results.blade.php (student uses result.blade.php)","online_exam_submissions; online_exam_answers; online_exam_questions / online_exam_submissions; online_exam_answers; online_exams","Other student's result denied.","Own unfinished/provisional result visible; manual policy not distinct release.","Premature official-looking outcome.","Publication gate requiring completed marking and permitted release.","CRITICAL"
"8 Security","Mass assignment protection","IMPLEMENTED","E02: Create/update/publish source; runtime-probes.json / E07: Client dirty-state/save/submit trace; server security tests / E18: 49 tests / 113 assertions passed; browser/concurrency coverage absent","app/Http/Controllers/OnlineExamController.php:48-374; app/Models/OnlineExam.php; app/Http/Requests/OnlineExam/{Store,Update}OnlineExamRequest.php; resources/views/admin/online_exam/ / resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / tests/Feature/{OnlineExamAuthorizationTest,OnlineExamPermissionTest,OnlineExamControllerSecurityTest,TeacherOnlineExamTest,OnlineExamRemindersTest,OnlineExamStudentAttemptTest,OnlineExamStudentFrontendTest}.php; docs/online-exams-audit/existing-tests.txt","online_exams; online_exam_questions; subjects; classes / online_exam_answers; online_exam_submissions / isolated SQLite fixtures; no live exam data","Explicit validated payloads; student score/pass fields prohibited.","Broad model fillables must not be used for future unfiltered requests.","Future unsafe controller could bypass current safeguards.","Keep allowlisted request DTOs/tests.","MEDIUM"
"8 Security","Unsafe exam file uploads","MISSING","E05: Question type/form/validator/grading inspection; live-schema.json; T/F runtime probe / E11: Full event/camera/readiness/timeline trace; no recording pipeline found","app/Models/{OnlineExamQuestion,QuestionBank}.php; app/Http/Requests/OnlineExam/{Store,Update}OnlineExamQuestionRequest.php; app/Http/Controllers/OnlineExamController.php:1695-1814; resources/views/{admin,teacher,student}/online_exam/ / app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","question_banks; online_exam_questions; online_exam_answers / online_exam_proctoring_events; online_exam_submissions","No exam answer/evidence file ingestion; readiness prohibits image/file fields.","File question/evidence feature not implemented.","Future uploads would need a separate private pipeline.","Do not add raw public uploads; validate content, size and authorization when introduced.","HIGH"
"8 Security","SQL injection defenses","PARTIAL","E02: Create/update/publish source; runtime-probes.json / E05: Question type/form/validator/grading inspection; live-schema.json; T/F runtime probe / E19: Markup and browser-script inspection; no assistive-technology session run","app/Http/Controllers/OnlineExamController.php:48-374; app/Models/OnlineExam.php; app/Http/Requests/OnlineExam/{Store,Update}OnlineExamRequest.php; resources/views/admin/online_exam/ / app/Models/{OnlineExamQuestion,QuestionBank}.php; app/Http/Requests/OnlineExam/{Store,Update}OnlineExamQuestionRequest.php; app/Http/Controllers/OnlineExamController.php:1695-1814; resources/views/{admin,teacher,student}/online_exam/ / resources/views/student/online_exam/{instructions,take,result,list}.blade.php; resources/views/teacher/online_exam/question_form.blade.php; resources/views/admin/online_exam/modal.blade.php","online_exams; online_exam_questions; subjects; classes / question_banks; online_exam_questions; online_exam_answers / online_exams; online_exam_questions; online_exam_submissions","Exam queries bind Eloquent inputs; question/answer outputs use escaped Blade.","No broad exploit/browser payload test; future rich content needs sanitization.","Unverified surfaces or later unsafe rendering.","Add adversarial inputs; allowlist rich markup, private media, safe JS serialization.","HIGH"
"8 Security","XSS defenses","PARTIAL","E02: Create/update/publish source; runtime-probes.json / E05: Question type/form/validator/grading inspection; live-schema.json; T/F runtime probe / E19: Markup and browser-script inspection; no assistive-technology session run","app/Http/Controllers/OnlineExamController.php:48-374; app/Models/OnlineExam.php; app/Http/Requests/OnlineExam/{Store,Update}OnlineExamRequest.php; resources/views/admin/online_exam/ / app/Models/{OnlineExamQuestion,QuestionBank}.php; app/Http/Requests/OnlineExam/{Store,Update}OnlineExamQuestionRequest.php; app/Http/Controllers/OnlineExamController.php:1695-1814; resources/views/{admin,teacher,student}/online_exam/ / resources/views/student/online_exam/{instructions,take,result,list}.blade.php; resources/views/teacher/online_exam/question_form.blade.php; resources/views/admin/online_exam/modal.blade.php","online_exams; online_exam_questions; subjects; classes / question_banks; online_exam_questions; online_exam_answers / online_exams; online_exam_questions; online_exam_submissions","Exam queries bind Eloquent inputs; question/answer outputs use escaped Blade.","No broad exploit/browser payload test; future rich content needs sanitization.","Unverified surfaces or later unsafe rendering.","Add adversarial inputs; allowlist rich markup, private media, safe JS serialization.","HIGH"
"9 Anti-cheating","Question randomization","IMPLEMENTED","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php","online_exams; online_exam_questions; online_exam_submissions; enrollment; users","Stable per-attempt ordering varies between attempts.","Same set and noncryptographic CRC32; not a secure browser.","Deterrent only.","Keep ordering; persist manifest and consider approved generator.","LOW"
"9 Anti-cheating","Answer randomization","IMPLEMENTED","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php","online_exams; online_exam_questions; online_exam_submissions; enrollment; users","Stable per-attempt ordering varies between attempts.","Same set and noncryptographic CRC32; not a secure browser.","Deterrent only.","Keep ordering; persist manifest and consider approved generator.","LOW"
"9 Anti-cheating","Exam passwords","MISSING","E20: Filename + concept search and connected path inspection","docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Add only with clear threat model; codes supplement identity/eligibility, never replace them.","MEDIUM"
"9 Anti-cheating","Access codes","MISSING","E20: Filename + concept search and connected path inspection","docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Add only with clear threat model; codes supplement identity/eligibility, never replace them.","MEDIUM"
"9 Anti-cheating","Lockdown browser integration","MISSING","E20: Filename + concept search and connected path inspection","docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Add only with clear threat model; codes supplement identity/eligibility, never replace them.","MEDIUM"
"9 Anti-cheating","One active browser session","PLACEHOLDER","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E08: Deadline/heartbeat/schedule source; expiry/window tests; live runtime timezone","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Http/Controllers/OnlineExamController.php:1223-1380,1509-1522,1561-1567; app/Models/OnlineExamSubmission.php; app/Http/Requests/OnlineExam/StartOnlineExamRequest.php; app/Console/Kernel.php; resources/views/student/online_exam/take.blade.php:182-227; config/app.php","online_exams; online_exam_questions; online_exam_submissions; enrollment; users / online_exam_submissions; online_exams","browser_session_token column/generated UUID exist.","No request validates token; submitted browser token ignored.","Same account can operate attempt from another device.","Server-issued session binding and audited transfer/recovery policy.","HIGH"
"9 Anti-cheating","IP logging","IMPLEMENTED","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E11: Full event/camera/readiness/timeline trace; no recording pipeline found","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","online_exams; online_exam_questions; online_exam_submissions; enrollment; users / online_exam_proctoring_events; online_exam_submissions","Start records IP and User-Agent; staff timeline shows them.","Not trusted device identity or per-request fingerprint.","Shared networks and spoofed headers prevent cheating conclusions.","Keep as context; avoid automatic decisions.","LOW"
"9 Anti-cheating","Device/browser logging","IMPLEMENTED","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E11: Full event/camera/readiness/timeline trace; no recording pipeline found","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","online_exams; online_exam_questions; online_exam_submissions; enrollment; users / online_exam_proctoring_events; online_exam_submissions","Start records IP and User-Agent; staff timeline shows them.","Not trusted device identity or per-request fingerprint.","Shared networks and spoofed headers prevent cheating conclusions.","Keep as context; avoid automatic decisions.","LOW"
"9 Anti-cheating","Tab switching","PARTIAL","E07: Client dirty-state/save/submit trace; server security tests / E11: Full event/camera/readiness/timeline trace; no recording pipeline found","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","online_exam_answers; online_exam_submissions / online_exam_proctoring_events; online_exam_submissions","visibilitychange/fullscreenchange events and overlay.","Client can suppress events; fullscreen initiation unreliable after navigation.","False confidence and false flags.","Treat as fallible evidence; browser tests and human review.","MEDIUM"
"9 Anti-cheating","Fullscreen monitoring","PARTIAL","E07: Client dirty-state/save/submit trace; server security tests / E11: Full event/camera/readiness/timeline trace; no recording pipeline found","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","online_exam_answers; online_exam_submissions / online_exam_proctoring_events; online_exam_submissions","visibilitychange/fullscreenchange events and overlay.","Client can suppress events; fullscreen initiation unreliable after navigation.","False confidence and false flags.","Treat as fallible evidence; browser tests and human review.","MEDIUM"
"9 Anti-cheating","Focus loss","PARTIAL","E07: Client dirty-state/save/submit trace; server security tests","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php","online_exam_answers; online_exam_submissions","Tab hidden/minimize often emits visibilitychange.","No complete blur/application focus observation.","Cannot detect all switches.","Describe limited telemetry accurately; do not claim OS control.","MEDIUM"
"9 Anti-cheating","Copy/paste events","PARTIAL","E07: Client dirty-state/save/submit trace; server security tests / E19: Markup and browser-script inspection; no assistive-technology session run","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / resources/views/student/online_exam/{instructions,take,result,list}.blade.php; resources/views/teacher/online_exam/question_form.blade.php; resources/views/admin/online_exam/modal.blade.php","online_exam_answers; online_exam_submissions / online_exams; online_exam_questions; online_exam_submissions","Events prevented globally; print stylesheet hides paper.","No copy/paste incident logging; JS bypassable, accessibility harmed.","Deterrent mistaken for security.","Optional policy with accessible alternatives; label limits.","MEDIUM"
"9 Anti-cheating","Right-click restrictions","PARTIAL","E07: Client dirty-state/save/submit trace; server security tests / E19: Markup and browser-script inspection; no assistive-technology session run","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / resources/views/student/online_exam/{instructions,take,result,list}.blade.php; resources/views/teacher/online_exam/question_form.blade.php; resources/views/admin/online_exam/modal.blade.php","online_exam_answers; online_exam_submissions / online_exams; online_exam_questions; online_exam_submissions","Events prevented globally; print stylesheet hides paper.","No copy/paste incident logging; JS bypassable, accessibility harmed.","Deterrent mistaken for security.","Optional policy with accessible alternatives; label limits.","MEDIUM"
"9 Anti-cheating","Multiple-monitor detection","MISSING","E20: Filename + concept search and connected path inspection","docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Only evaluate trusted client capability with explicit limitations; browser JS cannot certify monitor/phone absence.","LOW"
"10 Proctoring","Webcam","PARTIAL","E11: Full event/camera/readiness/timeline trace; no recording pipeline found","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","online_exam_proctoring_events; online_exam_submissions","getUserMedia video preview and readiness booleans.","No camera startup/continuity on take page, no recording/upload.","Advertised continuous monitoring is absent.","Correct wording; implement consented session/media pipeline only in later phase.","HIGH"
"10 Proctoring","Microphone","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Privacy-designed optional evidence pipeline; accuracy validation, accommodation and authorized human review.","MEDIUM"
"10 Proctoring","Screen capture","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Privacy-designed optional evidence pipeline; accuracy validation, accommodation and authorized human review.","MEDIUM"
"10 Proctoring","Identity verification","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Privacy-designed optional evidence pipeline; accuracy validation, accommodation and authorized human review.","MEDIUM"
"10 Proctoring","Candidate photo evidence","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Privacy-designed optional evidence pipeline; accuracy validation, accommodation and authorized human review.","MEDIUM"
"10 Proctoring","ID verification","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Privacy-designed optional evidence pipeline; accuracy validation, accommodation and authorized human review.","MEDIUM"
"10 Proctoring","Face detection","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Privacy-designed optional evidence pipeline; accuracy validation, accommodation and authorized human review.","MEDIUM"
"10 Proctoring","Multiple-face detection","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Privacy-designed optional evidence pipeline; accuracy validation, accommodation and authorized human review.","MEDIUM"
"10 Proctoring","Face absence detection","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Privacy-designed optional evidence pipeline; accuracy validation, accommodation and authorized human review.","MEDIUM"
"10 Proctoring","Phone/object detection","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Privacy-designed optional evidence pipeline; accuracy validation, accommodation and authorized human review.","MEDIUM"
"10 Proctoring","Audio anomalies","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Privacy-designed optional evidence pipeline; accuracy validation, accommodation and authorized human review.","MEDIUM"
